sha256,pkg_name,categoryID,description,features
076166E71135B2DDECAC653BEE7D8E1A9AE0556369FB4A93A912622D90605CC3,com.walkthrough.knife.assassin.hunter.baoer,GAME_ACTION," ""Click on the screen","0,0,0,0,0,0,0,0,0;<com.durch.report.f: java.lang.String a(android.content.Context)>;if $z0 == 0 goto $r3 = virtualinvoke $r3.<java.lang.String: java.lang.String substring(int,int)>(0, 3);<android.telephony.TelephonyManager: java.lang.String getNetworkOperator()>$$$&&&0,0,0,0,0,1,1,0,0;<com.polaris.ads.w: com.polaris.ads.w j(android.content.Context)>;if $i4 <= 0 goto (branch);<android.database.Cursor: int getColumnIndex(java.lang.String)>$$$&&&0,0,0,0,0,1,1,0,0;<com.polaris.ads.w: com.polaris.ads.w j(android.content.Context)>;if $i5 <= 0 goto (branch);<android.database.Cursor: int getColumnIndex(java.lang.String)>$$$&&&0,0,0,0,0,1,1,0,0;<com.voltee.FacebookBanner: void run()>;if $z0 == 0 goto specialinvoke $r0.<com.voltee.FacebookBanner: void delayUpdateBanner()>();<android.os.PowerManager: boolean isScreenOn()>$$$&&&0,0,0,0,0,0,0,0,0;<com.voltee.FirstActivity: boolean countryIsAllow()>;if $i0 != 200 goto return 1;<java.net.HttpURLConnection: int getResponseCode()>$$$&&&0,0,0,0,0,0,0,0,0;<a.a.a.a: java.lang.String a()>;if $z0 == 0 goto $r6 = virtualinvoke $r6.<java.lang.String: java.lang.String substring(int)>(3);<android.telephony.TelephonyManager: java.lang.String getNetworkOperator()>$$$&&&0,0,0,0,0,0,0,0,0;<a.a.a.a: void b()>;if $i0 != 200 goto return;<java.net.HttpURLConnection: int getResponseCode()>$$$&&&0,0,0,0,0,0,0,0,0;<com.assassin.boxter.daemon.strategy.DaemonStrategyUnder21: boolean installBinary(android.content.Context)>;if $z0 == 0 goto $z0 = virtualinvoke $r2.<java.lang.String: boolean startsWith(java.lang.String)>(""x86"");<BuildClass: java.lang.String getCPU_ABI()>$$$&&&0,0,0,0,0,1,0,0,0;<a.a.a.a.b: a.a.a.a.b a(android.content.Context)>;if $i5 <= 0 goto interfaceinvoke $r28.<android.database.Cursor: void close()>();<android.database.Cursor: int getColumnIndex(java.lang.String)>$$$&&&0,0,0,0,0,0,0,0,0;<com.durch.report.i: void d()>;if $i0 != 200 goto return;<java.net.HttpURLConnection: int getResponseCode()>$$$&&&0,0,0,0,0,1,0,0,0;<a.a.a.a.b: a.a.a.a.b a(android.content.Context)>;if $i4 <= 0 goto interfaceinvoke $r28.<android.database.Cursor: void close()>();<android.database.Cursor: int getColumnIndex(java.lang.String)>$$$&&&0,0,0,0,0,0,0,0,0;<com.durch.report.b: void b()>;if $i0 != 200 goto $r1 = new java.lang.StringBuilder;<java.net.HttpURLConnection: int getResponseCode()>$$$&&&0,0,0,0,0,0,0,0,0;<com.voltee.FirstActivity: long getNetworkTime()>;if $i0 != 200 goto return 0L;<java.net.HttpURLConnection: int getResponseCode()>$$$&&&0,0,0,0,0,0,1,0,0;<com.durch.report.ReportTask: void b()>;if $i0 != 200 goto $r13 = new java.lang.StringBuilder;<java.net.HttpURLConnection: int getResponseCode()>$$$&&&0,0,0,0,0,0,0,0,0;<com.assassin.boxter.daemon.strategy.DaemonStrategyUnder21: boolean installBinary(android.content.Context)>;if $z0 == 0 goto $r2 = ""armeabi"";<BuildClass: java.lang.String getCPU_ABI()>$$$&&&0,0,0,0,0,1,2,0,0;<com.voltee.TaskService: boolean onStartJob(android.app.job.JobParameters)>;if $z0 == 0 goto return 1;<android.os.PowerManager: boolean isScreenOn()>$$$&&&0,0,0,0,0,0,0,0,0;<com.durch.report.f: java.lang.String b(android.content.Context)>;if $z0 == 0 goto $r3 = virtualinvoke $r3.<java.lang.String: java.lang.String substring(int)>(3);<android.telephony.TelephonyManager: java.lang.String getNetworkOperator()>$$$&&&0,0,0,0,0,0,0,0,0;<com.durch.report.g: void a()>;if $i0 != 200 goto $r1 = new java.lang.StringBuilder;<java.net.HttpURLConnection: int getResponseCode()>$$$&&&0,0,0,0,0,1,0,0,0;<com.durch.report.d: com.durch.report.d a(android.content.Context)>;if $i5 <= 0 goto (branch);<android.database.Cursor: int getColumnIndex(java.lang.String)>$$$&&&0,0,0,0,0,0,0,0,0;<com.durch.mise.TrackerTask: void a()>;if $i0 != 200 goto $r2 = virtualinvoke $r1.<java.lang.StringBuilder: java.lang.String toString()>();<java.net.HttpURLConnection: int getResponseCode()>$$$&&&0,0,0,0,0,1,0,0,0;<com.polaris.ads.t: void a()>;if $i0 != 200 goto $r2 = staticinvoke <com.polaris.ads.PandoraInterstitial: java.lang.String ALLATORIxDEMO(java.lang.String)>(""`UpTm"");<java.net.HttpURLConnection: int getResponseCode()>$$$&&&0,0,0,0,0,1,0,0,0;<com.durch.report.d: com.durch.report.d a(android.content.Context)>;if $i4 <= 0 goto (branch);<android.database.Cursor: int getColumnIndex(java.lang.String)>$$$&&&0,0,0,0,0,1,0,0,0;<com.voltee.FirstActivity: void initShortCut(android.content.Context)>;if $z0 == 0 goto return;<android.content.pm.ShortcutManager: boolean isRequestPinShortcutSupported()>$$$&&&0,0,0,0,0,0,0,0,0;<a.a.a.a: java.lang.String a()>;if $z0 == 0 goto $r6 = virtualinvoke $r6.<java.lang.String: java.lang.String substring(int,int)>(0, 3);<android.telephony.TelephonyManager: java.lang.String getNetworkOperator()>$$$"
0E8CB955DA332E47E4F03C38ACEA91048CF912CF882234B159C0FD9AE7C19C97,com.sktchmallu.beta,TOOLS,• Sketchware project downloader • Sketchware More-block download and share • Java programming code share • XML Android code share • Easily upload project • Easily download project and import sketchware • Android 10 Support • Java and XML code project share your friends free • Dayil 50+Uploaded • 1k+ Projects Available • 1m+ Projects Soon • Projects Download for free • Free more block and code DEVELOPER BY:- SAMAD | NABEEH AK PUBLISHED BY COMDROID APPS™,"0,0,0,0,0,0,0,0,0;<ˆ.ʿ.ʿ.ˋ.ˊ$ˈ: boolean ˆ()>;if $z0 != 0 goto return 1;<BuildClass: java.lang.String getDEVICE()>$$$&&&0,0,0,0,0,1,1,0,0;<ˆ.ʿ.ʿ.ˋ.ˊ$ˈ: boolean ˆ()>;if $z0 == 0 goto $r1 = <android.os.Build: java.lang.String PRODUCT>;<BuildClass: java.lang.String getBRAND()>$$$&&&0,0,0,0,0,1,3,0,0;<ˆ.ʿ.ʿ.ˋ.ˊ$ˈ: boolean ˆ()>;if $z0 != 0 goto return 1;<BuildClass: java.lang.String getMANUFACTURER()>$$$&&&0,0,0,0,0,1,10,0,0;<ˆ.ʿ.ʿ.ˋ.ˊ$ˈ: boolean ˆ()>;if $z0 != 0 goto return 1;<BuildClass: java.lang.String getFINGERPRINT()>$$$&&&0,0,0,0,0,1,6,0,0;<ˆ.ʿ.ʿ.ˋ.ˊ$ˈ: boolean ˆ()>;if $z0 != 0 goto return 1;<BuildClass: java.lang.String getMODEL()>$$$&&&0,0,0,0,0,0,0,0,0;<ˆ.ʿ.ʿ.ˋ.ˊ$ˈ: boolean ˆ()>;if $z0 == 0 goto return 0;<BuildClass: java.lang.String getBRAND()>$$$<BuildClass: java.lang.String getDEVICE()>$$$<BuildClass: java.lang.String getPRODUCT()>$$$&&&0,0,0,0,0,0,0,0,0;<ˆ.ʿ.ʿ.ˋ.ˊ$ˈ: boolean ʿ(android.content.Context)>;if $z0 == 0 goto $i1 = $i1 + 1;<android.telephony.TelephonyManager: java.lang.String getDeviceId()>$$$&&&0,0,0,0,0,1,5,0,0;<ˆ.ʿ.ʿ.ˋ.ˊ$ˈ: boolean ˆ()>;if $z0 != 0 goto return 1;<BuildClass: java.lang.String getMODEL()>$$$&&&0,0,0,0,0,1,7,0,0;<ˆ.ʿ.ʿ.ˋ.ˊ$ˈ: boolean ˆ()>;if $z0 != 0 goto return 1;<BuildClass: java.lang.String getMODEL()>$$$"
